badge,badge_type,brief,count,cv,follow,index_show,is_finish,media_id,play,pub_date,pub_real_time,renewal_time,score,season_id,staff,tags,title 
,,有着姣好容姿的少年河野亨，在转学的第一天就被学校的学生会推选为“公主”的候补。所谓“公主”制度，就是挑选美丽的高一学生，请他们于各种重大活动时穿着女装，滋润男校枯燥的生活！起初河野亨坚决拒绝，但当他听,230,"""河野亨：福山潤\n四方谷裕史郎：朴璐美\n丰实琴：柿原徹也\n坂本秋良：保志総一朗\n有定修也：神谷浩史""",9.9万人追番,全12话,1,1465,83.4万次播放,1144166400,1144166400,1341670102,9.5分,1465,"""原作：つだみきよ\n监督：元永慶太郎\n脚本：面出明美\n分镜：福田道生、元永慶太郎\n演出：則座誠、小坂春女、元永慶太郎\n系列构成：面出明美\n人物设定：中嶋敦子\n作画监督：清水貴子\n美术监督：篠田邦宏\n音乐：瑞木薫\n音响监督：蝦名恭範\n摄影监督：近藤慎与\n动画制作：Studio DEEN""", 基腐 日常 伪娘 校园,公主公主
,,封印的卡片是《魔卡少女樱》又名《百变小樱》或《库洛魔法使》《CardCaptor Sakura》的第2部剧场版，第1部没有名字，大家公认为《香港之旅》。《封印的卡片》紧接在TV版70集后，是整个故事的,913,"""李小狼：くまいもとこ\n木之本樱：丹下桜\n月城雪兔：緒方恵美\n木之本桃矢：关智一\n大道寺知世：岩男潤子\n月：緒方恵美""",10.1万人追番,全1话,1,3860,117.3万次播放,963590400,963590400,1461728700,9.7分,3860,"""脚本：大川七瀬\n导演：浅香守生\n原作：CLAMP\n分镜：兼森義則、高柳滋仁、川尻善昭、坂田純一、浅香守生、阿部恒\n演出：真野玲\n音乐：根岸贵幸、ビクターエンタテインメント\n色彩设计：勝沼まどか\n总作画监督：阿部恒\n作画监督：阿部恒、濱田邦彦、堀内博之、藤田まり子、春日井浩之、君塚勝教、田崎聡、北尾勝""", 魔法,魔卡少女樱 被封印的卡片
,,新学期刚开始，高中生·坂井悠二一如往常过着“日常生活”。然而有一天，他冷不防遭遇红世之王手下的侵袭。受到一名能够把人的存在化为灵火，并吸取灵火的神秘男子法利亚格尼的攻击。悠二的“日常”生活因此整个脱节,0,"""夏娜：釘宮理恵\n坂井悠二：日野聡\n吉田一美：川澄綾子\n佐藤启作：野島健児\n田中荣太：近藤孝行\n绪方真竹：小林由美子""",10.1万人追番,全1话,1,1607,44万次播放,1165507200,1165507200,1423203970,,1607,"""原作：高桥弥七郎、伊东杂音、高橋弥七郎、畑博之\n监督：渡部高志\n脚本：小林靖子\n人物原案：いとうのいぢ\n人物设定：大塚舞\n系列构成：白根秀树\n音乐：大谷幸\n音响监督：明田川仁\n动画制作：J.C.STAFF""", 校园 热血 轻改 奇幻 日常,灼眼的夏娜 OVA 恋爱与温泉的校外学习！
,,"一个十四岁的不良少年，浦饭幽助为了救一名小孩而被汽车撞死了，由于灵界并没有预计到他的死亡，并没有他的容身之所，所以他得到了一个重生的机会。经过了灵界的考验，幽助终于重回自己的身体，并成为灵界侦探。

",404,"""藏马：緒方恵美、中原茂\n浦饭幽助：佐々木望\n桑原和真：千葉繁\n飞影：檜山修之\n幻海：林原めぐみ、京田尚子\n躯：高山南\n雪村萤子：天野由梨""",10.1万人追番,全112话,1,2338,227万次播放,718646400,718646400,1293811331,9.7分,2338,"""原作： 冨樫義博\n导演： 阿部記之\n分镜： 新房昭之、榎本明広、水野和則、阿部記之\n演出： 新房昭之、阿部記之\n作画监督： 榎本明広\n原画： 新房昭之、西尾鉄也、うつのみや理、山下将仁、吉原正行、尾石達也、鉄羅紀明、大久保宏、奥野浩行\n动画制作： STEREO PIERROT、ぴえろ\n别名： ゆうゆうはくしょ\n播放结束： 1995年1月7日\nCopyright： ?冨樫義博\u002F集英社·富士電視台·Studio Pierrot""", 时泪 战斗 热血 神魔,幽游白书
,,庆长19年，73岁高龄的德川家康为了第三代将军继承人人选的问题而烦恼。是愚笨的哥哥竹千代，还是天资聪慧的弟弟国千代。在这乱世里第三代将军的继承问题落到了两大忍术宗家－－甲贺流和伊贺流的身上。家康决定由,667,"""朧：水樹奈々\n甲賀弦之介：鳥海浩輔\n筑摩小四郎：羽多野渉\n小豆蠟斎：青野武\n蛍火：沢城みゆき\n陽炎：早水リサ\n霞刑部：北川勝博\n室賀豹馬：宮林康\n地虫十兵衛：伊丸岡篤\n""",10.1万人追番,全24话,1,1855,165.9万次播放,1113235200,1113235200,1290510883,9.6分,1855,"""脚本：むとうやすゆき、山田靖智、岡田麿里\n导演：木﨑文智\n分镜：浅井義之、福田道生、大塚健、篠原俊哉、松尾慎\n演出：浅井義之、松尾慎、信田ユウ、水本葉月、下司泰弘\n音乐：中川孝\n人物设定：千葉道徳\n系列构成：むとうやすゆき\n作画监督：金東俊、村田俊治、飯島弘也\n摄影监督：藤田賢治\n道具设计：石野聡\n原画：富岡隆司、奥野浩行、神本兼利、阿蒜晃士""", 历史 热血,甲贺忍法帖
,,"向往天空、接近天空
　　在这个只有极少一部分人开始得到飘浮在天空的神秘力量的世界·“庭园”在那里，“圣战天使”——一种能够与人类合体，变身为最强武器并与人类共同战斗的梦幻种族，在人类面前开始复活了。
",248,"""酷德·望·朱鲁爱特：石田彰\n蕾芙丽·梅扎兰斯：高橋美佳子\n希丝卡：水樹奈奈\n罗文：上田祐司\n奇里特·恩芭提里亚：鈴木菜穂子""",10.2万人追番,全26话,1,1836,5.5万次播放,1112630400,1112630400,1400331180,9.5分,1836,"""原作： 东まゆみ、東まゆみ\n导演： うえだしげる\n脚本： 花田十輝\n分镜： 太田雅彦、榎本明広、安藤真裕、菱川直樹、孫承希\n演出： 菱川直樹、孫承希、河野利幸\n音乐： 梶浦由記\n系列构成： 荒川稔久\n美术监督： 小倉宏昌\n色彩设计： 井上佳津枝\n作画监督： 岩崎光洋、高橋晃\n机械设定： 桝田浩史\n摄影监督： 谷内潤\n背景美术： 小倉工房\n企画： 下地志直、川村明廣、保坂嘉弘\n音响监督： 亀山俊樹\n动画制作： XEBEC""", 奇幻 热血,武器种族传说
,,"内心满怀期待，希望广交朋友的高桥七美开始了她的高中生活。她在众多同学的交谈中发现了一个倍受瞩目的焦点——据说三分之二的女生都会喜欢的男生，矢野元晴。
因班委事务而接近的两人很快就有了交集。 15岁的高",138,"""高桥七美：ささきのぞみ\n矢野元晴：矢崎広\n竹内匡史：川久保拓司\n山本有里：中山恵里奈\n山本奈奈：ゆりん\n竹内文香：榎本温子\n千见寺亚希子：比嘉愛未""",10.2万人追番,全26话,1,1383,105.3万次播放,1152028800,1152028800,1366462029,9.3分,1383,"""原作：小畑友紀\n监督：大地丙太郎\n分镜：畑博之、三宅雄一郎、羽多野浩平、成田歳法、そ～とめこういちろう\n演出：畑博之、高島大輔、岡嶋国敏、村田尚樹、水本葉月、成田歳法、そ～とめこういちろう\n人物设定：白井伸明\n系列构成：池田眞美子\n作画监督：田中将賀、白井伸明、西位輝実、林明美、杉光登、山縣亜紀\n音乐：安部純、武藤星児\n音响监督：たなかかずや\n摄影监督：斎藤秋男\n动画制作：ARTLAND""", 日常 少女 治愈 恋爱,我们的存在
,,荒川爆笑团（日语：荒川アンダー ザ ブリッジ，又名：荒川Under The Bridge），是中村光的日本漫画作品。作品于YOUNG GANGAN的2004年创刊号开始连载，并于2010年4月改编为电,973,"""接二连珊：坂本真綾\n市之宫行：神谷浩史\n末代武士：中村悠一\n岛崎：田中理恵\n高井照正：长岛雄一\n市之宫积：小山力也\n贾桂琳：後藤邑子\n比利：立木文彦\n铁人兄弟铁雄：三瓶由布子""",10.2万人追番,全13话,1,979,53.4万次播放,1286035200,1286035200,1462415520,9.6分,979,"""原作： 中村光\n导演： 新房昭之\n脚本： 赤尾でこ（三重野瞳）\n分镜： 池添隆博、桑原智、森山雄治、今千秋、佐山聖子、板村智幸、畠山守、西村聡、成田歳法\n演出： 向井雅浩、野上和男、川畑喬、宮本幸裕、畠山守、間島崇寛、浅利藤彰\n音乐： 横山克\n人物设定： 杉山延寛\n系列构成： 赤尾でこ（三重野瞳）\n色彩设计： 滝沢いづみ\n总作画监督： 杉山延寛\n作画监督： 杉山延寛、青木一紀、田中春香\n摄影监督： 内村祥平\n原画： 阿部厳一朗、河口俊夫、篠原隆、松本元気\n剪辑： 松原理恵\n主题歌演出： やくしまるえつ""", 搞笑 日常 声控,荒川爆笑团2
,,五年前，大冢村一夜之间瘟疫流行，周围的村庄为了防止疫病蔓延，一把火烧毁了整个大冢村。大冢村的三个孩子，犬冢信乃、犬川庄介以及滨路得以幸存。三人被教会收养，并在别的村庄中过着平静的生活。而在大冢村事件中,363,"""村雨：岡本信彦\n浜路：高垣彩陽\n犬川庄介：日野聡\n犬塚信乃：柿原徹也\n里见莉芳：神谷浩史\n尾崎要：浪川大輔\n犬饲现八：前野智昭""",10.2万人追番,全13话,1,529,78.1万次播放,1373126400,1373126400,1380500456,9.6分,529,"""分镜：山﨑みつえ、名村英敏\n演出：山﨑みつえ\n音乐：黒石ひとみ\n人物设定：加藤裕美\n系列构成：ヤマサキオサム(山崎理)、山﨑みつえ\n总作画监督：日向正樹、瀧原美樹""", 基腐 奇幻,八犬传-东方八犬异闻-  第二季
,,　　一个平凡不足为奇的高中生喝汽水时，手里的哈密瓜味的汽水罐奇迹般的变成一个少女！因此翔成为了少女的主人，为了给少女一个安身的场所，让哈密瓜到学校上学，而翔的青梅竹马奈染弥却对哈密瓜的存在感到不爽。另,164,"""大地翔：福山潤\n哈密瓜：成田紗矢香\n天空寺奈染弥：豊崎愛生\n艾伊露：能登麻美子\n葡萄子：悠木碧\n东风揺花：大久保藍子\n甘字五郎：岡本信彦\n男屋秀彦：置鮎龍太郎\n木崎爱铃：豊口めぐみ\n""",10.3万人追番,全12话,1,1097,81.3万次播放,1230912000,1230912000,1405575344,8.7分,1097,"""导演：日巻裕二\n人物设定：田中良\n原作：藍上陸\n人物原案：鈴平ひろ\n系列构成：子安秀明\n色彩设计：原田幸子\n演出：浅見松雄\n音乐：櫻井優香、松田彬人\n""", 日常 后宫,空罐少女
,,在地中海的一座小岛上，有一个名为“Arcana Famiglia”的组织，成员们都拥有一种不可思议的能力，他们将之称为“Arcana”。女主角绯莉琪妲是组织首领的女儿，她对别人以及自己都很严格，也有着,103,"""Felicita：能登麻美子\nLiberta：福山潤\nNova：代永翼\nDebito：吉野裕行\nPace：杉田智和\nLuca：中村悠一\nDante：小杉十郎太\nJolly：遊佐浩二""",10.2万人追番,全12话,1,767,17.3万次播放,1341072000,1341072000,1347842940,8.8分,767,"""原作：HuneX、ヒューネックス株式会社\n监督：今千秋\n脚本：伊藤美智子、伊神貴世、赤星政尚\n分镜：今千秋、二瓶勇一、古川知宏、鈴木洋平、田所修、福田道生\n演出：北川正人、石田暢、奥野浩行、鈴木洋平、高島大輔、橋本敏一\n人物原案：さらちよみ\n人物设定：松浦麻衣\n系列构成：赤星政尚\n作画监督：松下郁子、岡崎洋美\n道具设计：高瀬健一\n音乐：三澤康広\n音响监督：本山哲\n摄影监督：堀野大輔\n动画制作：J.C.STAFF""", 奇幻 乙女 游戏改,魔力家族
,,作品由日本动画公司C-Station制作的原创电视动画，讲述了在音乐艺能界的名校——绫薙学园就读的新生星谷悠太、那雪透、月皇海斗、天花寺翔、空闲愁等五名满怀指向的少年为加入全校学生所憧憬的“音乐学科”,248,"""星谷悠太：花江夏樹\n那雪透：小野賢章\n月皇海斗：ランズベリー?アーサー\n空闲愁：前野智昭\n天花寺翔：細谷佳正\n早乙女律：置鮎龍太郎\n双叶大河：保志総一朗\n涟朔也：羽多野渉\n楪?克里斯蒂安?里昂：鳥..""",10.3万人追番,全12话,1,5973,176万次播放,1491235200,1491235200,1497888600,9.3分,5973,"""导演：多田俊介\n人物设定：渡辺亜彩美\n系列构成：ハラダサヤカ\n动画制作：C-Station\n音乐：Ken Arai\n""", 音乐 校园 原创,高校星歌剧 第二季
,,【本片翻译由千夏字幕组提供】明治时代，随著文明开化及迅速西化，使得日本进入前所未有的改革期。无法接受这种变化的人、及对于新政府有所不满的人因此犯下罪过。而囚禁这些罪犯的地方，便是位于日本最大湖·琵琶湖,378,"""曇天火：中村悠一、小澤亜李\n曇空丸：梶裕貴\n曇宙太郎：代永翼\n金城白子：櫻井孝宏\n安倍蒼世：鳥海浩輔\n錦：能登麻美子\n牡丹：佐藤利奈\n比良裏：鈴村健一\n""",10.4万人追番,全12话,1,4060,58.4万次播放,1412265600,1412265600,1502173090,9.5分,4060,"""原作： 唐々煙\n导演： 原口浩\n脚本： 高橋悠也\n分镜： 千明孝一、原口浩、瀬藤健嗣、赤城博昭、吉川博明、松村樹里亜、篠原俊哉、博多正寿\n演出： 松村樹里亜、原口浩、瀬藤健嗣、赤城博昭、則座誠\n音乐： 福廣秀一朗\n人物设定： 牧孝雄\n系列构成： 高橋悠也\n美术监督： 池之上由紀\n总作画监督： 牧孝雄\n作画监督： 熊田明子\n道具设计： 丸山修二\n主题歌演出： GALNERYUS\n音响监督： えのもとたかひろ\n动画制作： 動画工房\n副导演： 松村樹里亜""", 奇幻,笑对阴天
,,名叫远野志贵的十七岁少年，在八年前的某次意外中身受重伤，之后获得了能“杀死”事物的“直死之魔眼”。由于对这种能力无法适应，年幼的志贵在当天逃离了医院，并意外邂逅了一个名叫苍崎青子的魔法使。在她的帮助下,374,"""远野志贵：鈴村健一\n爱尔奎特·布伦史坦德：生天目仁美\n希耶尔：折笠富美子\n远野秋叶：伊藤静\n尼禄·卡欧斯：三宅健太\n远野四季\u002F米海尔?罗亚：吉野裕行\n乾有彦：櫻井孝宏\n弓塚五月：田中かほり""",10.4万人追番,全12话,1,1983,88.1万次播放,1065628800,1065628800,1298101270,7.3分,1983,"""原作：TYPE-MOON、奈須きのこ\n监督：桜美かつし\n脚本：ときたひろこ\n分镜：渡部高志、又野弘道、阿保孝雄、島津裕行、桜美かつし\n演出：浅見松雄、阿保孝雄、又野弘道、鈴木行、小川浩司\n人物原案：武内崇\n人物设定：小澤郁\n系列构成：ときたひろこ\n色彩设计：安藤智美\n音乐：大森俊之\n音响监督：明田川仁\n摄影监督：田沢二郎\n动画制作：J.C.STAFF""", 奇幻 校园 战斗,真月谭月姬
,,在遥远的时空彼方，宇宙中存在着一群自称为“黄金一族”的强大生物。拥有预知未来、创造星群能力的他们，向其他尚未成熟的种族发出了呼唤：启程吧！从自己的母星到宇宙去。有三个种族回应了他们的呼唤，黄金族将他们,665,"""艾吉：矢崎広\n狄亚奈拉·伊·莱夏·亚尔特利亚·欧鲁·维诺斯：石川由依\n亚妮夏·欧鲁·梅加拉：清水香里\n伊欧拉欧斯·欧兹·梅西里：近藤隆\n提璐·欧兹·梅西里：田村ゆかり\n梅璐·欧兹·梅西里：钉宫理惠..""",10.3万人追番,全26话,1,1274,162.9万次播放,1175356800,1175356800,1284474548,9.7分,1274,"""原作：XEBEC\n监督：鈴木利正\n脚本：能戸隆、小出克彦、久島一仁、大西信介、冲方丁\n分镜：菱川直樹、二瓶勇一、寺岡巌、アミノテツロー、能戸隆、安田賢司、太田雅彦、武内宣之、田島直、羽原信義\n演出：ヤマトナオミチ、長澤剛、松本マサユキ、五十嵐紫樟、いとがしんたろー、寺岡巌、高橋秀弥、鈴木利正、孫承希\n人物设定：平井久司\n系列构成：冲方丁\n美术监督：小濱俊裕\n色彩设计：関本美津子\n机械设定：鷲尾直広、大塚健\n音乐：佐藤直紀\n音响监督：たなかかずや\n摄影监督：青木隆\n剪辑：関一彦\n动画制作：XEBEC""", 科幻 热血 机战 战斗,英雄时代
,,一对没有血缘关系的兄妹托鲁与阿卡莉，在经历战乱之后，因为失去了生存目的，而每天过着庸庸碌碌，并被妹妹阿卡莉责备的流浪生活。某日在山林里遇到了背着棺材的少女，原本已近趋停止的世界由此再度转动……,0,"""阿卡莉·亚裘拉：原優子\n托鲁·亚裘拉：間島淳司\n芙蕾多妮卡：斎藤千和\n嘉依卡·托勒庞特：安済知佳\n薇薇：野水伊織\n亚伯力克·基烈特：細谷佳正\nニコライ?アフトトル：佐藤健輔\n芷依塔·布鲁萨斯可：幸..""",10.4万人追番,全10话,1,188,319.5万次播放,1412697600,1412697600,1418229248,,188,"""原作：榊一郎《棺姬嘉依卡》（富士见Fantasia文库）\n角色原案：なまにくATK（Nitro+）\n监督：增井壮一\n监督辅佐：小森高博\n系列构成：待田堂子\n角色设计：新井伸浩\n总作画监督：新井伸浩、诹访真弘\n概念设计、机械设计：片贝文洋\n弃兽设计：草彅琢仁\n美术设定：金平和茂\n美术监督：冈本好司\n色彩设计：岩沢れい子\n摄影监督：福田光\n编辑：后藤正浩\n音响监督：三间雅文\n音乐：长冈成贡\n音乐制作：flying DOG\n音乐制作人：佐佐木史朗\n制作人：田村淳一郎\n动画制作人：渡边マコト\n动画制作：BONES\n制作：“棺姬嘉依卡”制作委员会（第1期）、“棺姬嘉依卡AB”制作委员会（第2期）""", 奇幻,棺姬嘉依卡 AVENGING BATTLE
,,不思议的风吹翻了书页，不应绽放的古樱树开花的那一天，通往异世界的门打开了。秋月苍真为了寻找自己失散的朋友，进入了一个居住着兽人和怪物的奇幻世界。这个世界有三个不同的国家，而兽人居住的国度是其中一个。在,0,"""秋月苍真：保志総一朗\n吴羽冬华：堀江由衣\n椎名夏音：水樹奈々\n雾谷魁斗：石田彰\n西园寺春人：置鮎龍太郎\n蛭田丽亚：佐久間紅美\n泽库蒂·爱因：桑島法子\n库拉拉克兰·菲利亚斯：川澄綾子\n龙那：神田朱未..""",9.4万人追番,全13话,1,1307,89.5万次播放,1175788800,1175788800,1441103268,,1307,"""原作：SEGA\n监督：わたなべひろし\n脚本：まさきひろ\n系列构成：まさきひろ\n人物原案：Tony\n音乐：羽冈佳\n音响监督：みさわあやこ\n动画制作：Studio DEEN""", 奇幻 后宫 热血 战斗,光明之泪×风
,,"故事内容延续第一部TV版《攻壳机动队 STAND ALONE COMPLEX》的剧情继续发展。但TV版的2部作品与剧场版无甚联系，可以看做是两个平行世界里发生的事情。
这次TV版第2季的制作班底与第一",605,"""草薙素子：田中敦子\n巴特：大塚明夫\n塔奇克马：玉川砂記子\n荒卷大辅：阪脩\n斋藤：大川透\n户草：山寺宏一\n石川：仲野裕\n帕兹：小野塚貴志\n博马：山口太郎\n""",9.4万人追番,全26话,1,1565,115万次播放,1072886400,1072886400,1425074413,9.7分,1565,"""原作： 士郎正宗\n导演： 神山健治\n脚本： 神山健治、櫻井圭記、菅正太郎、佐藤大、松家雄一郎\n分镜： 布施木一喜、河野利幸、橘正紀、神山健治、吉原正行、安藤真裕、松本淳、西村純二、平松禎史、岡村天斎、下司泰弘\n演出： 河野利幸、橘正紀、布施木一喜、吉原正行、松本淳、川崎逸朗、竹下健一\n音乐： 菅野よう子\n人物设定： 下村一、後藤隆幸、西尾鉄也\n系列构成： 神山健治\n美术监督： 竹田悠介\n色彩设计： 片山由美子\n作画监督： 西尾鉄也、浅野恭司、小西賢一、清水洋、芝美奈子、後藤隆幸、中村悟、村田俊治\n机械设定： 寺岡賢司、常木志伸\n摄影监督： 田中宏侍""", 科幻 热血 智斗,攻壳机动队 S.A.C. 2nd GIG
,,"曾经暗杀过无数政界要人的机密组织「CHRONOS」的前王牌杀手托雷，人称「BLACK CAT」,相传由于背叛组织而被杀。不料2年后他却再度出现，做起了“赏金猎人”的买卖。他与拥有“支配眼”的前国际搜查",180,"""托雷·哈特涅特：近藤隆\n史恩·波尔菲德：藤原啓治\n伊芙：福圓美里\n水无月沙耶：豊口めぐみ\n库利德·迪斯肯特：三木眞一郎\n雾崎恭子：千葉千恵巳""",9.3万人追番,全24话,1,2980,133.4万次播放,1128528000,1128528000,1446876055,9.3分,2980,"""原作：矢吹健太朗\n监督：板垣伸\n脚本：竹田裕一郎\n分镜：稲垣隆行、金澤勝眞、今石洋之、板垣伸、若林漢二、角田一樹\n演出：稲垣隆行、熊谷雅晃、若林漢二、角田一樹\n人物设定：秋山由樹子\n系列构成：神山修一\n色彩设计：鈴木寿枝\n作画监督：秋山由树子、三輪和宏、飯島弘也、蘇武裕子、加藤真人、日高真由美\n音乐：岩崎琢\n音响监督：三間雅文\n动画制作：GONZO""", 热血 奇幻 战斗,BLACK CAT
,,高中私立翠明学园二年级学生的西条拓巳，自称对三次元没有兴趣，和家里的大量美少女人偶一起生活。在他所住的涩谷在2008年9月7日以来发生了连续猎奇杀人事件“新世代的疯狂（ニュージェネレーションの狂気）”,214,"""西条拓巳：吉野裕行\n咲畑梨深：喜多村英梨\n折原梢：辻あゆみ\n楠优爱：たかはし智秋\n岸本绫濑：榊原ゆい\n苍井濑名：生天目仁美\n西条七海：宮崎羽衣\n星来?奥格尔：友永朱音\n三住大辅：小野大輔\n""",9.3万人追番,全12话,1,1213,75.1万次播放,1223481600,1223481600,1280913603,7.2分,1213,"""脚本：井上敏樹\n导演：石山タカ明\n人物设定：島村秀一\n原作：Nitro+、5pb.\n系列构成：井上敏樹\n人物原案：ささきむつみ\n分镜：堀之内元\n美术监督：鈴木俊輔\n""", 猎奇 致郁,混沌之脑
,,"将世界上各国固有的风俗、风潮、水土等赋予角色，将国家拟人化的历史喜剧。以世界史为主轴，以主角意大利所属的轴心国为中心，史实中夹杂诙谐，描写各国之间的可爱故事。
第一、二季的副标题为 Axis Powe",250,"""意大利：浪川大辅\n德意志：安元洋贵\n日本：高桥广树\n美利坚\u002F加拿大：小西克幸\n英吉利：杉山纪彰\n法兰西：小野坂昌也\n中国：甲斐田ゆき\n俄罗斯：高户靖广\n普鲁士\u002F爱沙尼亚\u002F希腊：高坂笃志\n奥地利：笹..""",9.5万人追番,全24话,1,2711,227.5万次播放,1269532800,1269532800,1441680236,9.4分,2711,"""原作：日丸屋秀和\n监督：ボブ白旗\n系列构成：平光琢也\n人物设定：河南正昭\n总作画监督：河南正昭\n美术监督：高桥麻穗\n色彩设计：もちだたけし\n音响监督：平光琢也\n音响制作：ダックスプロダクション\n音乐：Conisch\n撮影监督：下崎昭\n编集：松村正宏\n动画制作：Studio DEEN""", 萌系 日常 泡面 声控 历史,黑塔利亚 World Series 第3期
,,2012年7月4日公布制作全新电视动画的消息，同年10月于东京电视台系列放送预定。原作者畑健二郎多次强调并非上一季的延续，而是基于其担当原案的全新故事，交由剧场版的制作公司负责。,176,"""三千院凪：釘宮理恵\n绫崎飒：白石涼子\n玛丽亚：田中理恵\n西泽歩：高橋美佳子\n鸫琉璃：井口裕香\n信 海艾克：杉田智和\n三千院紫子：皆口裕子\n朝風理沙：浅野真澄\n貴嶋サキ：中島沙樹\n""",9.4万人追番,全12话,1,4341,60.1万次播放,1349193600,1349193600,1486535837,9.3分,4341,"""脚本：小鹿りえ\n导演：工藤昌史\n人物设定：西村貴世、工藤昌史\n作画監督：津熊健徳、石川健朝、宍戸久美子、井野真理恵、朴旲烈、牙威格斗\n絵コンテ：石山タカ明、望月智充、加瀬充子、ウエダヨウイチ\n原作：畑健二郎\n総作画監督：宍戸久美子、常盤健太郎\n演出：城所聖明、浅見松雄、川西泰二、工藤昌史、奥野耕太、曽我準、村上勉\n分镜：東海林真一、望月智充、沖田宮奈\n音乐：前口渉\n""", 少女,旋风管家 CAN'T TAKE MY EYES OFF YOU
,,Fate/kaleid liner 魔法少女☆伊莉雅!! 单行本第六卷限定版同捆OAD,369,"""依莉雅苏菲尔·冯·爱因兹贝仑：門脇舞以\n美游·艾德费尔特：名塚佳織\n克洛伊·冯·爱因兹贝伦：斎藤千和\n塞拉：七緒はるひ\n莉洁莉特：宮川美保\n卫宫士郎：杉山紀彰\n红宝石之星：高野直子\n蓝宝石之星：松..""",9.4万人追番,全1话,1,3477,105.4万次播放,1437753600,1437753600,1458627925,9.0分,3477,"""原作：广山弘、TYPE-MOON\n监督：大沼心、神保昌登\n脚本：水瀬葉月\n分镜：神保昌登\n演出：神保昌登\n人物设定：牛島希\n系列构成：井上堅二\n美术监督：立石健\n作画监督：平田和也、澤入祐樹、氏家嘉宏、出野喜則、山吉一幸\n音乐：加藤達也\n音响监督：土屋雅紀\n音响：ダックスプロダクション\n音乐制作：ランティス\n动画制作：SILVER LINK.""", 百合 少女 战斗 奇幻,魔法少女☆伊莉雅 2WEI! OVA
,,《EVA 新世纪福音战士新剧场版2.0：YOU CAN (NOT) ADVANCE》。作为新剧场版的第二部，本片延续了前作《序》的剧情。但与第一部不同，《破》的剧情与95年TV版剧情相比有较大变化。,736,"""碇真嗣：緒方恵美\n绫波丽：林原惠美\n惣流·明日香·兰格雷：宮村優子\n真希波·玛丽·伊拉丝多莉亚斯：坂本真綾\n碇源堂：立木文彦\n葛城美里：三石琴乃\n加持良治：山寺宏一\n赤木律子：山口由里子\n冬月耕造..""",9.5万人追番,全1话,1,10352,107.4万次播放,1246032000,1246032000,1507296840,9.7分,1639,"""原作：庵野秀明\n总监督：庵野秀明\n监督：摩砂雪、鶴巻和哉\n脚本：庵野秀明\n分镜：山本沙代、中山勝一、錦織敦史、合田浩章、増井壮一、佐藤順一、樋口真嗣、摩砂雪、鶴巻和哉、小松田大全、橘正紀\n人物设定：貞本義行\n美术监督：加藤浩\n作画监督：本田雄、松原秀典、奥田淳、鈴木俊二\n机械设定：OKAMA、山下いくと\n音乐：鷺巣詩郎\n摄影监督：福士享\n特效：増尾昭一、サンジゲン\n动画制作：khara""",,EVA 新世纪福音战士新剧场版2.0：破
,,"那是一个发生在彩之町、樱新町的幻樱奇谭 。樱新町连续在夜晚发生奇怪事件。 在这个樱花林立的地方, 因为得到非人类力量者的数量增加, 令混沌程度越来越严重, 挺身面对他们的是“比泉生活协商事务所”所有成",0,"""枪樱姬：福圓美里\n比泉秋名：梶裕貴\n七海苍：藤田咲\n五十音言叶：沢城みゆき\n岸恭助：小野大輔\n岸桃华：戸松遥\n东铃：又吉愛\n士夏彦八重：桑谷夏子\n士夏彦雄飞：松本さち""",9.5万人追番,全12话,1,472,58万次播放,1222876800,1222876800,1282734908,,472,"""脚本：花田十輝\n导演：松尾衡\n人物设定：菊池聡延\n原作：ヤスダスズヒト\n演出：山﨑みつえ、松尾衡、市村徹夫\n分镜：松尾衡\n音乐：土橋安騎夫""", 奇幻 后宫,夜樱四重奏
,,在古都镰仓的一所中学，升上初中二年级的关健二，在早晨的海边，同将爱慕之意埋藏于心底的学生会书记春河香穂梨开始了初次的对话。与他是青梅竹马又是香穂梨的好友的凉浦夏希，怀着复杂的心情在一旁看着他们。然后，,260,"""健二：本城雄太郎\n凉浦夏希：渡边麻友\n京极龙一：小野大輔\n春河佳惠梨：花澤香菜\n神野宇：木村良平\n山際ゆりこ：戸松遥\n齐藤：木内秀信\n使い魔：""",9.5万人追番,全1话,1,2804,41.4万次播放,1352476800,1352476800,1444224905,8.6分,2804,"""原作：眉村卓\n导演：中村亮介\n脚本：中村亮介、内藤裕子\n演出：中山奈緒美、荒木哲郎、中村亮介\n音乐：村井秀清\n人物设定：細居美恵子\n美术监督：金子英俊\n色彩设计：小針裕子\n总作画监督：細居美恵子\n作画监督：桜井邦彦、藤田しげる、小木曽伸吾、馬場健、菊池愛\n摄影监督：五十嵐慎一\n原画：桜井邦彦、藤田しげる、清水洋、小木曽伸吾、濱口明、中村亮介\n剪辑：清水洋史、肥田文\n主题歌演出：supercell、こゑだ、渡辺麻友\n设定：河野亜矢子\n音响监督：清水洋史\n制片人：寺西史、外村敬一、淀明子、小菅寛史、平山理志\n动画制作：サンライズ第8スタジオ\n别名：被盯上的学园""", 催泪 奇幻 校园 日常,被狙击的学园
